StartDate,EndDate,Status,Progress,Duration,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,1_prob_pre1,2_prob_pre1,3_prob_pre1,4_prob_pre1,1_prob_distr1,2_prob_distr1,3_prob_distr1,4_prob_distr1,5_prob_distr1,6_prob_distr1,1_prob_pre2,2_prob_pre2,3_prob_pre2,4_prob_pre2,climate_t_First Click,climate_t_Last Click,climate_t_Page Submit,climate_t_Click Count,climate_post1,stadium_t_First Click,stadium_t_Last Click,stadium_t_Page Submit,stadium_t_Click Count,stadium_post1,fentanyl_t_First Click,fentanyl_t_Last Click,fentanyl_t_Page Submit,fentanyl_t_Click Count,fentanyl_post1,learning_t_First Click,learning_t_Last Click,learning_t_Page Submit,learning_t_Click Count,learning_post1,1_prob_distr2,2_prob_distr2,3_prob_distr2,4_prob_distr2,5_prob_distr2,6_prob_distr2,check_33,1_prob_post2,2_prob_post2,3_prob_post2,4_prob_post2,1_persuasive,2_persuasive,3_persuasive,4_persuasive,1_trust,2_trust,3_trust,4_trust,5_trust,6_trust,7_trust,Age,Gender,Race,Education_level,Political_Party,Political_Views,workerId,hitId,assignmentId,subj_id
2022-04-27T10:18:46Z,2022-04-27T10:31:10Z,IP Address,100,744,TRUE,2022-04-27T10:31:10Z,R_6ValiTOjY9c8cuJ,anonymous,EN,I consent to participate in this study.,25,0,100,50,100,95,90,60,45,0,35,0,100,65,2.554,15.15,25.692,2,10,2.497,2.497,50.201,1,10,3.334,3.334,59.958,1,0,2.404,2.404,32.911,1,3,100,85,100,50,50,0,33,10,10,0,3,Very persuasive,Not at all persuasive,Extremely persuasive,Very persuasive,Largely untrustworthy,Largely trustworthy,Largely trustworthy,Largely untrustworthy,Largely trustworthy,Largely trustworthy,Somewhat untrustworthy,66,Female,White or Caucasian,Bachelor’s Degree,Republican Party,Very Conservative,A248QG4DPULP46,389A2A305WV2KP3A89L77APZ8NVC0J,3P59JYT76UXSP06TZKQD4SD6UDOT27,32
2022-04-27T10:18:43Z,2022-04-27T10:31:13Z,IP Address,100,750,TRUE,2022-04-27T10:31:14Z,R_3hgLYLiHXI6iAOV,anonymous,EN,I consent to participate in this study.,90,50,50,90,50,90,10,50,50,50,90,50,50,90,1.489,4.321,35.256,2,90,3.768,16.313,16.689,3,10,1.272,16.156,16.597,3,10,1.293,5.084,16.641,2,10,50,90,10,50,50,50,33,10,90,10,10,Very persuasive,Very persuasive,Very persuasive,Very persuasive,Completely trustworthy,Completely trustworthy,Completely trustworthy,Completely trustworthy,Completely trustworthy,Completely trustworthy,Completely trustworthy,28,Male,White or Caucasian,Bachelor’s Degree,Democratic Party,Neither Liberal nor Conservative,A2NAKIXS3DVGAA,3H781YYV71VIXWKF22FCH9R7QA5ETQ,3WAKVUDHU5TEBEIO51XI5FGGO7HU7F,33
2022-04-27T10:17:48Z,2022-04-27T10:31:18Z,IP Address,100,810,TRUE,2022-04-27T10:31:18Z,R_3KpSjd2z85Uw5dK,anonymous,EN,I consent to participate in this study.,1,72,2,66,1,78,56,42,80,48,1,78,2,80,0,0,44.392,0,80,0,0,36.904,0,1,0,0,17.911,0,1,0,0,55.294,0,20,2,78,3,47,83,49,33,1,83,1,10,Moderately persuasive,Very persuasive,Moderately persuasive,Slightly persuasive,Largely trustworthy,Largely trustworthy,Somewhat trustworthy,Somewhat untrustworthy,Somewhat trustworthy,Largely trustworthy,Somewhat trustworthy,70,Male,Black or African American,Some undergraduate education,Democratic Party,Slightly Liberal,A4LIJVRU6DG61,31ODACBEO2S6FZX5MT5M1LKZ7UFQSP,39U1BHVTDU4HAI2C3K4IN2IY0ROT3I,34
2022-04-27T10:20:54Z,2022-04-27T10:31:24Z,IP Address,100,629,TRUE,2022-04-27T10:31:25Z,R_XQXhFtIMEFdeGzv,anonymous,EN,I consent to participate in this study.,65,80,75,35,25,35,10,1,20,80,75,80,80,20,2.382,8.999,16.674,2,90,1.647,55.789,62.432,2,80,1.999,16.935,18,3,0,3.456,7.242,19.084,2,15,25,45,10,5,20,50,33,25,90,0,10,Moderately persuasive,Very persuasive,Extremely persuasive,Moderately persuasive,Largely trustworthy,Largely trustworthy,Largely trustworthy,Largely untrustworthy,Somewhat trustworthy,Largely trustworthy,Completely untrustworthy,30,Male,White or Caucasian,Bachelor’s Degree,Democratic Party,Very Liberal,A3V1VK1A3NYN17,3CIS7GGG7DWXX9Z4275MM5D99OCEUH,36PW28KO489F5KJ0M4UXBOW33RUAE6,35
2022-04-27T10:24:55Z,2022-04-27T10:31:37Z,IP Address,100,401,TRUE,2022-04-27T10:31:37Z,R_Y5GwsnlKwR15WSZ,anonymous,EN,I consent to participate in this study.,70,85,98,30,5,99,1,50,25,40,55,75,98,30,11.819,14.963,35.297,3,65,0,0,15.886,0,60,0,0,17.052,0,1,2.285,3.816,17.972,2,5,25,99,5,50,40,40,33,35,85,1,15,Moderately persuasive,Very persuasive,Very persuasive,Very persuasive,Largely trustworthy,Largely trustworthy,Somewhat trustworthy,Largely trustworthy,Largely trustworthy,Completely trustworthy,Somewhat untrustworthy,26,Male,White or Caucasian,High School Diploma,Democratic Party,Very Liberal,A3LL096CAY5WHB,3R16PJFTTB412BXZJNP77WSKU8KK4K,3AMYWKA6YKZ0U9KMQ5GH0VOVBAA6OG,36
2022-04-27T10:22:56Z,2022-04-27T10:31:41Z,IP Address,100,524,TRUE,2022-04-27T10:31:42Z,R_4ZdfteuQIDOkPW9,anonymous,EN,I consent to participate in this study.,25,80,15,90,50,0,30,75,25,0,30,80,10,90,0,0,28.893,0,100,0,0,20.321,0,10,0,0,40.387,0,0,18.552,18.552,19.862,1,50,25,0,20,75,30,15,33,10,99,0,50,Extremely persuasive,Extremely persuasive,Extremely persuasive,Extremely persuasive,Somewhat trustworthy,Somewhat trustworthy,Somewhat trustworthy,Completely untrustworthy,Somewhat trustworthy,Somewhat trustworthy,Largely untrustworthy,28,Male,White or Caucasian,Some graduate education,Independent,Neither Liberal nor Conservative,A2T1LNI80EPOQR,3JTPR5MT00PJYU1ZXS8HCOYYU4FK5P,3EA3QWIZ4R8W0LKVONB5R8KNJ9LTII,37
2022-04-27T10:23:32Z,2022-04-27T10:32:09Z,IP Address,100,516,TRUE,2022-04-27T10:32:09Z,R_3EZqRpgPBnIkRKa,anonymous,EN,I consent to participate in this study.,60,30,30,55,60,20,40,50,45,42,10,30,30,45,0,0,20.609,0,50,0,0,18.574,0,45,17.885,18.172,61.82,2,60,0,0,16.677,0,45,30,20,45,50,30,50,33,45,50,55,65,Very persuasive,Very persuasive,Moderately persuasive,Extremely persuasive,Largely trustworthy,Somewhat trustworthy,Largely trustworthy,Somewhat trustworthy,Largely trustworthy,Completely trustworthy,Somewhat trustworthy,42,Female,White or Caucasian,Master’s Degree,Democratic Party,Very Conservative,A1DC5O5XEIMM1M,3OB6JN3AAY23T5Z0FBY0U2VYBRZMRA,3ZPPDN2SL491019VUYGXFTLJX9CE9V,38
2022-04-27T10:21:14Z,2022-04-27T10:32:25Z,IP Address,100,671,TRUE,2022-04-27T10:32:26Z,R_2qg64mXAlvARKHx,anonymous,EN,I consent to participate in this study.,2,80,1,70,45,90,70,10,40,30,1,85,1,55,0,0,32.201,0,95,0,0,21.675,0,10,0,0,33.519,0,0,0,0,33.487,0,25,35,90,70,30,40,20,33,1,95,0,25,Slightly persuasive,Moderately persuasive,Moderately persuasive,Slightly persuasive,Largely trustworthy,Largely trustworthy,Largely trustworthy,Somewhat untrustworthy,Largely untrustworthy,Somewhat trustworthy,Somewhat untrustworthy,32,Female,White or Caucasian,Some undergraduate education,Democratic Party,Very Liberal,A3LC6M2EMDBBXP,3W1K7D6QTJUGC5HUY3242PM389EBZ3,36V4Q8R5ZTD54OIUSYF2EWGHGB7MQE,39
2022-04-27T10:18:18Z,2022-04-27T10:32:29Z,IP Address,100,850,TRUE,2022-04-27T10:32:29Z,R_AplvEL8SZq0B6U1,anonymous,EN,I consent to participate in this study.,75,70,14,25,80,66,50,60,70,25,70,80,15,25,0,0,16.143,0,96,0,0,16.307,0,60,0,0,33.058,0,15,0,0,71.193,0,30,80,69,55,70,66,55,33,60,70,12,35,Slightly persuasive,Slightly persuasive,Moderately persuasive,Slightly persuasive,Largely trustworthy,Largely trustworthy,Largely trustworthy,Somewhat trustworthy,Largely trustworthy,Largely trustworthy,Somewhat untrustworthy,25,Female,White or Caucasian,Master’s Degree,Independent,Slightly Conservative,A34NIDEMZPCAWB,329E6HTMT4FGKFEVJ9KOXR0EG8OK3Z,3VE8AYVF8VATSAQHKHUPXFB8P49F8P,40
2022-04-27T10:17:58Z,2022-04-27T10:32:33Z,IP Address,100,875,TRUE,2022-04-27T10:32:33Z,R_33EEAy9ShXq92NK,anonymous,EN,I consent to participate in this study.,40,80,75,30,60,100,40,20,25,51,40,80,70,40,7.053,7.053,16.342,1,100,0.758,0.758,16.905,1,20,152.687,152.687,153.257,1,0,60.33,60.33,62.511,1,40,80,100,60,20,40,51,33,20,100,0,40,Extremely persuasive,Extremely persuasive,Extremely persuasive,Extremely persuasive,Completely trustworthy,Completely trustworthy,Largely trustworthy,Largely trustworthy,Largely trustworthy,Completely trustworthy,Largely trustworthy,31,Male,Hispanic or Latinx,Some graduate education,Democratic Party,Slightly Liberal,AHKRGPN5D3I2G,3OB6JN3AAY23T5Z0FBY0U2VYBRZMRA,3ZPBJO59KYEPN1DEWFT5MS1MGAJHDV,41
2022-04-27T10:18:47Z,2022-04-27T10:32:34Z,IP Address,100,826,TRUE,2022-04-27T10:32:34Z,R_XLiIukNgENo9xg5,anonymous,EN,I consent to participate in this study.,10,100,100,70,60,90,45,55,70,55,10,100,100,55,0,0,32.058,0,90,25.084,25.084,51.199,1,10,0,0,45.185,0,5,0,0,44.446,0,17,90,95,45,55,85,55,33,10,90,5,25,Very persuasive,Very persuasive,Extremely persuasive,Very persuasive,Largely trustworthy,Largely trustworthy,Largely trustworthy,Somewhat trustworthy,Somewhat trustworthy,Largely trustworthy,Somewhat trustworthy,55,Female,White or Caucasian,Some undergraduate education,Democratic Party,Slightly Liberal,A98E8M4QLI9RS,3I4E7AFQ3SCQ8C67G3Q3EP4ZVI1TJQ,3Z2R0DQ0JQRQ0HOW9P1I56D5R32E23,42
2022-04-27T10:18:00Z,2022-04-27T10:32:37Z,IP Address,100,877,TRUE,2022-04-27T10:32:37Z,R_1f9nYYCyg1kykW1,anonymous,EN,I consent to participate in this study.,80,80,75,63,80,88,12,3,50,40,85,85,75,65,0,0,46.136,0,99,0,0,57.958,0,25,0,0,42.617,0,2,0,0,37.125,0,20,60,80,5,10,50,40,33,15,99,2,30,Moderately persuasive,Very persuasive,Moderately persuasive,Very persuasive,Completely trustworthy,Largely trustworthy,Largely trustworthy,Somewhat trustworthy,Somewhat trustworthy,Largely trustworthy,Somewhat trustworthy,45,Female,White or Caucasian,Bachelor’s Degree,Independent,Neither Liberal nor Conservative,AZTYIBLLB60V8,3LXX8KJXQ4MLP8OQYADRVLK90589OP,3QBD8R3Z2AWMFMG87HN23X4HFJ44OT,43
2022-04-27T10:18:59Z,2022-04-27T10:32:41Z,IP Address,100,821,TRUE,2022-04-27T10:32:42Z,R_3m9QIjhiwcLzHh9,anonymous,EN,I consent to participate in this study.,40,60,70,50,20,60,2,30,15,0,40,60,70,40,0,0,17.866,0,60,0,0,16.585,0,20,0,0,40.699,0,0,0,0,16.181,0,10,5,60,2,10,15,0,33,20,60,0,10,Moderately persuasive,Moderately persuasive,Very persuasive,Very persuasive,Largely trustworthy,Largely trustworthy,Largely trustworthy,Somewhat trustworthy,Somewhat trustworthy,Somewhat trustworthy,Somewhat trustworthy,36,Female,White or Caucasian,Bachelor’s Degree,Republican Party,Slightly Conservative,A1XBWSV6TWJUU8,3JTPR5MT00PJYU1ZXS8HCOYYU4FK5P,3MH9DQ7575PX47TPY41CBST9NA1GU5,44
2022-04-27T10:23:51Z,2022-04-27T10:33:07Z,IP Address,100,556,TRUE,2022-04-27T10:33:07Z,R_xf1EjTqjyYfwG9X,anonymous,EN,I consent to participate in this study.,60,95,50,100,75,85,25,40,30,60,50,95,50,90,0,0,17.722,0,98,14.963,14.963,15.677,1,25,2.763,6.525,38.069,2,0,0,0,21.553,0,80,75,85,50,40,30,60,33,25,95,0,80,Extremely persuasive,Extremely persuasive,Extremely persuasive,Slightly persuasive,Completely trustworthy,Largely trustworthy,Somewhat untrustworthy,Somewhat untrustworthy,Somewhat untrustworthy,Largely trustworthy,Somewhat trustworthy,33,Male,White or Caucasian,High School Diploma,Independent,Neither Liberal nor Conservative,AIPHJXQEDNW9L,3IQ9O0AYXECUD1M1YL532OPZI3CTIE,3WQ3B2KGEHTL4TUGGUZEZFXFW0BB1J,45
2022-04-27T10:21:57Z,2022-04-27T10:33:46Z,IP Address,100,708,TRUE,2022-04-27T10:33:47Z,R_1ND1cFs3zZWzZd2,anonymous,EN,I consent to participate in this study.,20,98,20,75,45,75,50,50,60,55,25,98,20,75,0.616,9.445,16.303,2,99,0.925,18.677,20.309,2,10,0.901,15.911,20.609,2,1,0.651,15.413,20.961,4,10,45,20,50,50,60,55,33,10,99,1,10,Very persuasive,Very persuasive,Extremely persuasive,Very persuasive,Completely trustworthy,Completely trustworthy,Largely trustworthy,Largely trustworthy,Largely trustworthy,Largely trustworthy,Somewhat trustworthy,37,Male,Hispanic or Latinx,Bachelor’s Degree,Democratic Party,Very Liberal,A3KF6O09H04SP7,3OND0WXMI4SSSNTK28YN3QOJFGAHEJ,3VNL7UK1XOWCQUI5NF5KOB7V3HTTFR,46
2022-04-27T10:26:21Z,2022-04-27T10:33:49Z,IP Address,100,447,TRUE,2022-04-27T10:33:49Z,R_3zaDekxZTeiAb3r,anonymous,EN,I consent to participate in this study.,75,100,50,100,0,100,50,50,0,0,75,100,50,100,0,0,16.115,0,90,0,0,20.058,0,0,0,0,18.205,0,50,0,0,17.451,0,80,0,80,50,50,0,0,33,0,90,50,80,Moderately persuasive,Moderately persuasive,Moderately persuasive,Slightly persuasive,Completely trustworthy,Completely trustworthy,Completely trustworthy,Completely trustworthy,Completely trustworthy,Completely trustworthy,Largely trustworthy,32,Male,Asian,High School Diploma,Democratic Party,Slightly Liberal,ALYR5CI2SM2JC,3CIS7GGG7DWXX9Z4275MM5D99OCEUH,39RP059MEQ6I0IG59GICJ7LIUB6BMR,47
2022-04-27T10:18:59Z,2022-04-27T10:33:56Z,IP Address,100,896,TRUE,2022-04-27T10:33:56Z,R_Tt6gf6q6PuPmT8R,anonymous,EN,I consent to participate in this study.,10,85,5,20,15,75,80,60,30,50,10,80,10,20,1.895,2.405,18.906,2,80,6.581,13.518,20.796,3,10,7.303,16.923,23.623,3,1,14.376,20.817,31.782,3,15,15,75,70,60,30,50,33,10,85,1,20,Very persuasive,Extremely persuasive,Extremely persuasive,Slightly persuasive,Largely trustworthy,Largely trustworthy,Largely trustworthy,Somewhat trustworthy,Largely trustworthy,Largely trustworthy,Somewhat trustworthy,34,Female,White or Caucasian,Bachelor’s Degree,Democratic Party,Slightly Liberal,ARLGZWN6W91WD,329E6HTMT4FGKFEVJ9KOXR0EG8OK3Z,3NJM2BJS45J7VQ5OFW6ZBVLVH1HPC8,48
2022-04-27T10:24:47Z,2022-04-27T10:34:02Z,IP Address,100,554,TRUE,2022-04-27T10:34:02Z,R_3Pvs2TbDbFKr5Qt,anonymous,EN,I consent to participate in this study.,60,65,40,20,60,90,45,15,20,45,55,70,30,10,0,0,18.347,0,95,10.468,10.468,25.11,1,10,0,0,28.285,0,0,0,0,42.803,0,20,65,95,40,20,10,35,33,10,95,0,20,Very persuasive,Very persuasive,Very persuasive,Slightly persuasive,Completely trustworthy,Largely trustworthy,Somewhat trustworthy,Somewhat trustworthy,Somewhat trustworthy,Somewhat trustworthy,Somewhat trustworthy,43,Male,White or Caucasian,Some undergraduate education,Democratic Party,Slightly Liberal,A1WJIRT360P5VB,31ODACBEO2S6FZX5MT5M1LKZ7UFQSP,3R3YRB5GROGWUGGMC492F6I6PFOAUN,49
2022-04-27T10:25:51Z,2022-04-27T10:34:11Z,IP Address,100,499,TRUE,2022-04-27T10:34:11Z,R_Rgmzdvb9iirvcwp,anonymous,EN,I consent to participate in this study.,10,70,80,90,80,100,5,70,90,0,10,70,80,90,2.251,16.211,16.95,2,70,18.126,18.126,21.678,1,10,17.928,17.928,20.295,1,30,12.584,12.584,30.966,1,50,80,100,50,80,90,0,33,10,70,30,50,Moderately persuasive,Slightly persuasive,Slightly persuasive,Not at all persuasive,Somewhat trustworthy,Somewhat trustworthy,Somewhat trustworthy,Somewhat trustworthy,Somewhat trustworthy,Somewhat untrustworthy,Somewhat untrustworthy,37,Female,Native American or Alaskan Native,Bachelor’s Degree,Independent,Slightly Conservative,A3C5G8LGIAW0XL,329E6HTMT4FGKFEVJ9KOXR0EG8OK3Z,3DL65MZB8MS3YZGY6IQOHJMR3UFCEA,50
2022-04-27T10:27:19Z,2022-04-27T10:34:13Z,IP Address,100,413,TRUE,2022-04-27T10:34:13Z,R_1mnl1hZwzbqD6pk,anonymous,EN,I consent to participate in this study.,75,75,15,90,80,55,5,25,60,15,75,70,15,90,17.849,17.849,18.145,1,90,0,0,18.872,0,30,0,0,28.456,0,0,0,0,21.038,0,20,50,30,5,5,20,10,33,20,90,0,20,Very persuasive,Very persuasive,Extremely persuasive,Moderately persuasive,Largely trustworthy,Largely trustworthy,Largely trustworthy,Completely untrustworthy,Somewhat untrustworthy,Largely trustworthy,Largely trustworthy,29,Male,White or Caucasian,High School Diploma,Republican Party,Very Conservative,A3I40B0FATY8VH,389A2A305WV2KP3A89L77APZ8NVC0J,3VFJCI1K48C5OF18UA676H6PGBXGR1,51
2022-04-27T10:20:14Z,2022-04-27T10:34:53Z,IP Address,100,878,TRUE,2022-04-27T10:34:53Z,R_2pMKbClF5fjlXpr,anonymous,EN,I consent to participate in this study.,40,50,35,15,87,25,63,30,10,45,25,45,20,65,19.541,19.541,22.978,1,89,6.789,6.789,48.572,1,25,15.882,15.882,17.668,1,35,13.115,13.115,28.499,1,31,49,55,63,45,15,50,33,70,65,45,15,Slightly persuasive,Moderately persuasive,Very persuasive,Very persuasive,Somewhat untrustworthy,Somewhat trustworthy,Largely trustworthy,Somewhat untrustworthy,Largely trustworthy,Largely untrustworthy,Largely trustworthy,25,Male,White or Caucasian,Bachelor’s Degree,Democratic Party,Very Liberal,A2L8BI5CRPR5WP,3LXX8KJXQ4MLP8OQYADRVLK90589OP,3WMOAN2SRKA3REZBQYOCXY4P2TVNV8,52
2022-04-27T10:21:13Z,2022-04-27T10:35:05Z,IP Address,100,831,TRUE,2022-04-27T10:35:05Z,R_3KMI2EFeIOlFEwI,anonymous,EN,I consent to participate in this study.,10,20,70,60,50,90,80,90,30,0,15,20,70,80,0,0,23.333,0,20,0,0,66.066,0,15,0,0,16.119,0,10,0,0,32.927,0,60,25,90,80,90,30,0,33,15,20,10,60,Very persuasive,Slightly persuasive,Extremely persuasive,Slightly persuasive,Largely untrustworthy,Largely untrustworthy,Somewhat trustworthy,Largely untrustworthy,Largely trustworthy,Somewhat trustworthy,Largely trustworthy,51,Female,White or Caucasian,High School Diploma,Republican Party,Very Conservative,A2IQ0QCTQ3KWLT,3W1K7D6QTJUGC5HUY3242PM389EBZ3,3KGTPGBS66Y7PDLIZPGN9OZ8DRVU2Z,53
2022-04-27T10:19:38Z,2022-04-27T10:35:09Z,IP Address,100,930,TRUE,2022-04-27T10:35:09Z,R_1M0sDvdLtSarywa,anonymous,EN,I consent to participate in this study.,50,50,5,80,80,50,20,80,50,5,50,50,5,80,0.933,17.45,39.355,3,50,1.019,79.334,80.155,4,50,0.818,54.609,56.441,4,5,0.9,51.524,52.343,5,80,80,50,5,80,50,5,33,50,50,5,80,Not at all persuasive,Slightly persuasive,Moderately persuasive,Slightly persuasive,Largely trustworthy,Largely trustworthy,Largely trustworthy,Somewhat untrustworthy,Largely trustworthy,Largely trustworthy,Somewhat trustworthy,55,Female,White or Caucasian,High School Diploma,Independent,Neither Liberal nor Conservative,A104HK5ONFNJJT,3I4E7AFQ3SCQ8C67G3Q3EP4ZVI1TJQ,373ERPL3YXL9TKNEEA5E50LE655RTL,54
2022-04-27T10:18:30Z,2022-04-27T10:35:10Z,IP Address,100,1000,TRUE,2022-04-27T10:35:10Z,R_1P4RJM5edSDxiRJ,anonymous,EN,I consent to participate in this study.,20,40,25,50,42,20,25,62,45,15,25,15,15,15,0,0,79.876,0,15,0,0,47.53,0,15,28.608,28.608,29.878,1,25,0,0,184.848,0,40,15,15,25,50,50,15,33,25,25,15,25,Moderately persuasive,Moderately persuasive,Moderately persuasive,Moderately persuasive,Somewhat trustworthy,Somewhat trustworthy,Somewhat trustworthy,Largely trustworthy,Somewhat trustworthy,Largely trustworthy,Somewhat trustworthy,29,Male,White or Caucasian,Bachelor’s Degree,Democratic Party,Very Liberal,A10M63DSIGIEDI,3IQ9O0AYXECUD1M1YL532OPZI3CTIE,3OUYGIZWRGBN1YA83GDFGUJU8CK0PQ,55
2022-04-27T10:27:06Z,2022-04-27T10:35:21Z,IP Address,100,495,TRUE,2022-04-27T10:35:22Z,R_23U0MYHRdoF7kSi,anonymous,EN,I consent to participate in this study.,50,95,5,75,80,50,60,50,20,40,55,95,5,85,0,0,24.333,0,98,0,0,17.41,0,20,0,0,24.78,0,0,0,0,23.867,0,50,75,45,60,50,10,40,33,20,98,0,50,Very persuasive,Extremely persuasive,Extremely persuasive,Moderately persuasive,Completely trustworthy,Largely trustworthy,Largely trustworthy,Largely trustworthy,Largely trustworthy,Completely trustworthy,Somewhat trustworthy,45,Female,White or Caucasian,Bachelor’s Degree,Democratic Party,Slightly Liberal,A2ONILC0LZKG6Y,3EQVJH0T58YUH6BHS3NI2COKIQXTHL,3KIBXJ1WDE77TO5BS9AIAETDC5TOK2,56
2022-04-27T10:26:37Z,2022-04-27T10:35:36Z,IP Address,100,538,TRUE,2022-04-27T10:35:36Z,R_xf8YfwER3hYtuxj,anonymous,EN,I consent to participate in this study.,25,50,40,75,40,20,90,60,30,5,40,50,40,75,0,0,32.984,0,99,0,0,29.072,0,15,0,0,35.204,0,1,0,0,31.574,0,50,40,30,90,60,30,5,33,15,99,1,50,Very persuasive,Very persuasive,Extremely persuasive,Moderately persuasive,Largely trustworthy,Largely trustworthy,Largely trustworthy,Largely untrustworthy,Somewhat trustworthy,Largely trustworthy,Largely trustworthy,40,Male,White or Caucasian,Bachelor’s Degree,Republican Party,Slightly Conservative,A163XFZG5BI0XU,3O71U79SSJ2FUKZDU0Y5KC0UXTIMSY,3WLEIWSYHXU2KRFYZQ9OQ9AIJJU2H7,57
2022-04-27T10:23:52Z,2022-04-27T10:35:42Z,IP Address,100,709,TRUE,2022-04-27T10:35:42Z,R_1kOdrEdZQAFHMUm,anonymous,EN,I consent to participate in this study.,50,25,5,50,75,50,75,25,20,10,50,25,5,50,0,0,17.518,0,25,0,0,36.245,0,20,0,0,33.748,0,5,0,0,16.368,0,50,75,50,75,25,20,10,33,20,25,5,50,Very persuasive,Slightly persuasive,Very persuasive,Moderately persuasive,Somewhat untrustworthy,Somewhat trustworthy,Somewhat untrustworthy,Largely untrustworthy,Somewhat trustworthy,Somewhat trustworthy,Somewhat trustworthy,55,Male,White or Caucasian,Some undergraduate education,Republican Party,Slightly Conservative,A2B153AHPWHLH1,3K2CEDRADJEG9KCSJ03VUHWGZCWTMU,3N8OEVH1F03QJFQQQ12BHVAMWA3OOM,58
2022-04-27T10:21:44Z,2022-04-27T10:35:46Z,IP Address,100,842,TRUE,2022-04-27T10:35:46Z,R_2QGwdjnItVk7rxB,anonymous,EN,I consent to participate in this study.,5,90,5,50,15,80,50,50,20,60,10,85,5,50,0,0,55.25,0,95,0,0,20.218,0,5,0,0,54.536,0,2,0,0,42.412,0,50,25,60,50,50,25,50,33,2,95,2,25,Moderately persuasive,Very persuasive,Moderately persuasive,Slightly persuasive,Largely trustworthy,Largely trustworthy,Somewhat untrustworthy,Completely trustworthy,Somewhat trustworthy,Largely trustworthy,Largely trustworthy,69,Male,White or Caucasian,Bachelor’s Degree,Democratic Party,Slightly Liberal,APRZ7BR8C0ZMQ,3IQ9O0AYXECUD1M1YL532OPZI3CTIE,3RGU30DZTJLOI1EHX8VTHV4V2GFJMK,59
2022-04-27T10:25:42Z,2022-04-27T10:35:48Z,IP Address,100,605,TRUE,2022-04-27T10:35:49Z,R_3IPJY4fP5Y0EqAb,anonymous,EN,I consent to participate in this study.,1,99,1,10,55,65,25,75,15,75,2,99,2,15,0,0,20.347,0,99,0,0,37.035,0,1,0,0,26.287,0,0,0,0,31.112,0,5,55,65,25,75,10,75,33,1,99,0,5,Very persuasive,Extremely persuasive,Extremely persuasive,Very persuasive,Completely trustworthy,Largely trustworthy,Somewhat trustworthy,Somewhat trustworthy,Somewhat untrustworthy,Largely trustworthy,Somewhat untrustworthy,56,Male,White or Caucasian,Some undergraduate education,Democratic Party,Very Liberal,A3OZ8KF0HWSVWK,3JTPR5MT00PJYU1ZXS8HCOYYU4FK5P,3U4J9857ONOZFF9I5AGN0POSZMBB7G,60
2022-04-27T10:28:21Z,2022-04-27T10:36:04Z,IP Address,100,463,TRUE,2022-04-27T10:36:05Z,R_24pcBSAk1hyGGNV,anonymous,EN,I consent to participate in this study.,20,99,80,10,50,90,30,85,85,50,20,99,80,10,7.207,7.207,7.758,1,99,5.287,5.287,16.855,1,10,8.762,10.78,12.521,2,20,1.034,14.112,16.879,2,10,50,90,30,85,60,50,33,10,99,20,10,Very persuasive,Extremely persuasive,Very persuasive,Slightly persuasive,Completely trustworthy,Completely trustworthy,Largely trustworthy,Largely trustworthy,Largely trustworthy,Completely trustworthy,Largely trustworthy,39,Male,White or Caucasian,Bachelor’s Degree,Democratic Party,Slightly Liberal,A2LMQ4497NMK3S,37VUR2VJ7I22REOS4SP7LF89DF1C1M,3YJ6NA41JKTU34BUPONLYZYQ7LQJPG,61
2022-04-27T10:17:50Z,2022-04-27T10:36:20Z,IP Address,100,1110,TRUE,2022-04-27T10:36:20Z,R_AjqdzIQ3RG7XrkB,anonymous,EN,I consent to participate in this study.,70,85,5,30,85,40,65,15,55,65,75,85,5,10,0,0,18.312,0,99,0,0,37.201,0,10,0,0,16.545,0,0,0,0,98.946,0,10,90,30,60,25,55,65,33,10,99,0,10,Moderately persuasive,Extremely persuasive,Extremely persuasive,Extremely persuasive,Completely trustworthy,Largely trustworthy,Completely trustworthy,Somewhat trustworthy,Largely trustworthy,Largely trustworthy,Somewhat untrustworthy,44,Female,Asian,Some undergraduate education,Democratic Party,Slightly Liberal,A58GP5CIF6DJ5,3JTPR5MT00PJYU1ZXS8HCOYYU4FK5P,3LPW2N6LK2FZOA45H8IL7V2KX1MU50,62
2022-04-27T10:27:12Z,2022-04-27T10:36:22Z,IP Address,100,549,TRUE,2022-04-27T10:36:22Z,R_1ouIu5Wh6azjRGK,anonymous,EN,I consent to participate in this study.,100,50,100,10,79,28,1,100,7,3,4,2,6,44,0,0,22.959,0,100,0,0,47.213,0,5,0,0,23.63,0,4,0,0,53.768,0,100,100,90,60,70,70,20,70,20,50,80,100,Very persuasive,Slightly persuasive,Slightly persuasive,Moderately persuasive,Somewhat untrustworthy,Somewhat trustworthy,Largely untrustworthy,Somewhat untrustworthy,Somewhat untrustworthy,Somewhat untrustworthy,Largely trustworthy,53,Female,White or Caucasian,Bachelor’s Degree,Republican Party,Very Liberal,A25BHQH5EM2086,3JU8CV4BSTP6HV4XFZ9OHBKO59QOPZ,3SB5N7Y3OCHHOLH90XNSML527LX0GM,63
